"0.99682266","1.1028244","1.0788605","1.1754395","1.0575404"
"0.8772456","0.8674565","0.86101973","0.9292602","0.89004225"
"0.22295228","0.23243123","0.19216327","0.18930744","0.20988394"
"10.921775","10.912946","10.91208","10.907852","10.91583"
"0.32876074","0.33323842","0.3467167","0.38638833","0.35682797"
"1.0082315","1.068945","1.0294763","1.0571518","1.0298678"
"0.1205373","0.10101507","0.12944987","0.11915492","0.13085064"
"0.9625871","0.9879886","0.9971165","0.9774888","1.012416"
"0.28846818","0.21502861","0.22910473","0.23893772","0.20275286"
"0.16287571","0.15273176","0.16559218","0.17877124","0.16571723"
